Classof,Measure Names,Organization Code,Organization Name,organizationid,Suppression Label,Measure Values,Cohort Numberof Students
Class of 2018,Continued,5397,Open Doors Reengagement Program,105917,(N<10),,
Class of 2018,Dropped Out,5397,Open Doors Reengagement Program,105917,(N<10),,
Class of 2018,Graduated,5399,Step to College Open Doors High School,105904,(N<10),,
Class of 2018,Continued,5399,Step to College Open Doors High School,105904,(N<10),,
Class of 2018,Dropped Out,5399,Step to College Open Doors High School,105904,(N<10),,
Class of 2018,Graduated,5401,Mead Open Doors,105906,(N<10),,
Class of 2018,Continued,5401,Mead Open Doors,105906,(N<10),,
Class of 2018,Dropped Out,5401,Mead Open Doors,105906,(N<10),,
Class of 2018,Graduated,5406,Bridges Transition,105910,(N<10),,
Class of 2018,Continued,5406,Bridges Transition,105910,(N<10),,
Class of 2018,Dropped Out,5406,Bridges Transition,105910,(N<10),,
Class of 2018,Graduated,5415,Mossyrock Academy,105921,(N<10),,
Class of 2018,Continued,5415,Mossyrock Academy,105921,(N<10),,
Class of 2018,Dropped Out,5415,Mossyrock Academy,105921,(N<10),,
Class of 2018,Graduated,5440,The Outreach Program,105991,(N<10),,
Class of 2018,Continued,5440,The Outreach Program,105991,(N<10),,
Class of 2018,Dropped Out,5440,The Outreach Program,105991,(N<10),,
Class of 2018,Graduated,5465,Blaine Re-Engagement,106016,(N<10),,
Class of 2018,Continued,5465,Blaine Re-Engagement,106016,(N<10),,
Class of 2018,Dropped Out,5465,Blaine Re-Engagement,106016,(N<10),,
Class of 2018,Graduated,5499,CRCC-Open Doors,106082,(N<10),,
Class of 2018,Continued,5499,CRCC-Open Doors,106082,(N<10),,
Class of 2018,Dropped Out,5499,CRCC-Open Doors,106082,(N<10),,
Class of 2018,Graduated,5957,WSD - Yakama Nation(Closed),104861,(N<10),,
Class of 2018,Continued,5957,WSD - Yakama Nation(Closed),104861,(N<10),,
Class of 2018,Dropped Out,5957,WSD - Yakama Nation(Closed),104861,(N<10),,
Class of 2018,Graduated,14117,Wishkah Valley School District,100300,(N<10),,
Class of 2018,Continued,14117,Wishkah Valley School District,100300,(N<10),,
Class of 2018,Dropped Out,14117,Wishkah Valley School District,100300,(N<10),,
Class of 2018,Graduated,18902,Suquamish Tribal Education Department,105768,(N<10),,
Class of 2018,Continued,18902,Suquamish Tribal Education Department,105768,(N<10),,
Class of 2018,Dropped Out,18902,Suquamish Tribal Education Department,105768,(N<10),,
Class of 2018,Graduated,20094,Wishram School District,100301,(N<10),,
Class of 2018,Continued,20094,Wishram School District,100301,(N<10),,
Class of 2018,Dropped Out,20094,Wishram School District,100301,(N<10),,
Class of 2018,Graduated,20203,Bickleton School District,100023,(N<10),,
Class of 2018,Continued,20203,Bickleton School District,100023,(N<10),,
Class of 2018,Dropped Out,20203,Bickleton School District,100023,(N<10),,
Class of 2018,Graduated,20402,Klickitat School District,100121,(N<10),,
Class of 2018,Continued,20402,Klickitat School District,100121,(N<10),,
Class of 2018,Dropped Out,20402,Klickitat School District,100121,(N<10),,
Class of 2018,Graduated,22008,Sprague School District,100248,(N<10),,
Class of 2018,Continued,22008,Sprague School District,100248,(N<10),,
Class of 2018,Dropped Out,22008,Sprague School District,100248,(N<10),,
Class of 2018,Graduated,22073,Creston School District,100060,(N<10),,
Class of 2018,Continued,22073,Creston School District,100060,(N<10),,
Class of 2018,Dropped Out,22073,Creston School District,100060,(N<10),,
Class of 2018,Graduated,23311,Mary M Knight School District,100140,(N<10),,
Class of 2018,Continued,23311,Mary M Knight School District,100140,(N<10),,
Class of 2018,Dropped Out,23311,Mary M Knight School District,100140,(N<10),,
Class of 2018,Graduated,25200,North River School District,100171,(N<10),,
Class of 2018,Continued,25200,North River School District,100171,(N<10),,
Class of 2018,Dropped Out,25200,North River School District,100171,(N<10),,
Class of 2018,Graduated,38126,LaCrosse School District,100124,(N<10),,
Class of 2018,Continued,38126,LaCrosse School District,100124,(N<10),,
Class of 2018,Dropped Out,38126,LaCrosse School District,100124,(N<10),,
Class of 2018,Graduated,38302,Garfield School District,100092,(N<10),,
Class of 2018,Continued,38302,Garfield School District,100092,(N<10),,
Class of 2018,Dropped Out,38302,Garfield School District,100092,(N<10),,
Class of 2018,Graduated,1645,Compass High School (Closed after 2016-2017 school year),103227,(No Students),,0
Class of 2018,Continued,1645,Compass High School (Closed after 2016-2017 school year),103227,(No Students),,0
Class of 2018,Dropped Out,1645,Compass High School (Closed after 2016-2017 school year),103227,(No Students),,0
Class of 2018,Graduated,1750,Education Service Centers (Closed after 2016-2017 school year),101003,(No Students),,0
Class of 2018,Continued,1750,Education Service Centers (Closed after 2016-2017 school year),101003,(No Students),,0
Class of 2018,Dropped Out,1750,Education Service Centers (Closed after 2016-2017 school year),101003,(No Students),,0
Class of 2018,Graduated,1848,Special Services,102486,(No Students),,0
Class of 2018,Continued,1848,Special Services,102486,(No Students),,0
Class of 2018,Dropped Out,1848,Special Services,102486,(No Students),,0
Class of 2018,Graduated,3495,Mary M Knight High School (Closed after 2015-2016 school year),101921,(No Students),,0
Class of 2018,Continued,3495,Mary M Knight High School (Closed after 2015-2016 school year),101921,(No Students),,0
Class of 2018,Dropped Out,3495,Mary M Knight High School (Closed after 2015-2016 school year),101921,(No Students),,0
Class of 2018,Graduated,5109,Washington Virtual Academy (Closed after 2014-2015 school year),104517,(No Students),,0
Class of 2018,Continued,5109,Washington Virtual Academy (Closed after 2014-2015 school year),104517,(No Students),,0
Class of 2018,Dropped Out,5109,Washington Virtual Academy (Closed after 2014-2015 school year),104517,(No Students),,0
Class of 2018,Graduated,5112,Mount Baker Academy,104615,(No Students),,0
Class of 2018,Continued,5112,Mount Baker Academy,104615,(No Students),,0
Class of 2018,Dropped Out,5112,Mount Baker Academy,104615,(No Students),,0
Class of 2018,Graduated,19400,Thorp School District,100266,(No Students),,0
Class of 2018,Continued,19400,Thorp School District,100266,(No Students),,0
Class of 2018,Dropped Out,19400,Thorp School District,100266,(No Students),,0
Class of 2018,Graduated,5154,Shoreline-Monroe High School,104814,(Suppressed: Bottom 2%),0.02,
Class of 2018,Continued,5154,Shoreline-Monroe High School,104814,(Suppressed: Bottom 2%),,
Class of 2018,Dropped Out,5154,Shoreline-Monroe High School,104814,(Suppressed: Bottom 2%),,
Class of 2018,Graduated,5275,Individualized Graduation & Degree Program,105491,(Suppressed: Bottom 2%),0.02,
Class of 2018,Continued,5275,Individualized Graduation & Degree Program,105491,(Suppressed: Bottom 2%),,
Class of 2018,Dropped Out,5275,Individualized Graduation & Degree Program,105491,(Suppressed: Bottom 2%),,
Class of 2018,Graduated,5305,ESD 113 Consortium Reengagement Program,105570,(Suppressed: Bottom 2%),0.02,
Class of 2018,Continued,5305,ESD 113 Consortium Reengagement Program,105570,(Suppressed: Bottom 2%),,
Class of 2018,Dropped Out,5305,ESD 113 Consortium Reengagement Program,105570,(Suppressed: Bottom 2%),,
Class of 2018,Graduated,5307,Fresh Start,105603,(Suppressed: Bottom 2%),0.02,
Class of 2018,Continued,5307,Fresh Start,105603,(Suppressed: Bottom 2%),,
Class of 2018,Dropped Out,5307,Fresh Start,105603,(Suppressed: Bottom 2%),,
Class of 2018,Graduated,5149,Vancouver Virtual Learning Academy,104794,(Suppressed: Bottom 3%),0.03,
Class of 2018,Continued,5149,Vancouver Virtual Learning Academy,104794,(Suppressed: Bottom 3%),,
Class of 2018,Dropped Out,5149,Vancouver Virtual Learning Academy,104794,(Suppressed: Bottom 3%),,
Class of 2018,Graduated,5306,Open Doors at LWIT,105571,(Suppressed: Bottom 3%),0.03,
Class of 2018,Continued,5306,Open Doors at LWIT,105571,(Suppressed: Bottom 3%),,
Class of 2018,Dropped Out,5306,Open Doors at LWIT,105571,(Suppressed: Bottom 3%),,
Class of 2018,Graduated,5434,NEWESD 101 Open Doors,105985,(Suppressed: Bottom 3%),0.03,
Class of 2018,Continued,5434,NEWESD 101 Open Doors,105985,(Suppressed: Bottom 3%),,
Class of 2018,Dropped Out,5434,NEWESD 101 Open Doors,105985,(Suppressed: Bottom 3%),,
Class of 2018,Graduated,5950,Bates Technical High School,104221,(Suppressed: Bottom 3%),0.03,
Class of 2018,Continued,5950,Bates Technical High School,104221,(Suppressed: Bottom 3%),,
Class of 2018,Dropped Out,5950,Bates Technical High School,104221,(Suppressed: Bottom 3%),,
Class of 2018,Graduated,27931,Bates Technical College,104220,(Suppressed: Bottom 3%),0.03,
Class of 2018,Continued,27931,Bates Technical College,104220,(Suppressed: Bottom 3%),,
Class of 2018,Dropped Out,27931,Bates Technical College,104220,(Suppressed: Bottom 3%),,
Class of 2018,Graduated,1883,Youth Re-Engagement,102603,(Suppressed: Bottom 4%),0.04,
Class of 2018,Continued,1883,Youth Re-Engagement,102603,(Suppressed: Bottom 4%),,
Class of 2018,Dropped Out,1883,Youth Re-Engagement,102603,(Suppressed: Bottom 4%),,
Class of 2018,Graduated,5323,Skill Source Reingagement Program,105642,(Suppressed: Bottom 4%),0.04,
Class of 2018,Continued,5323,Skill Source Reingagement Program,105642,(Suppressed: Bottom 4%),,
Class of 2018,Dropped Out,5323,Skill Source Reingagement Program,105642,(Suppressed: Bottom 4%),,
Class of 2018,Graduated,5355,Yakima Open Doors,105781,(Suppressed: Bottom 4%),0.04,
Class of 2018,Continued,5355,Yakima Open Doors,105781,(Suppressed: Bottom 4%),,
Class of 2018,Dropped Out,5355,Yakima Open Doors,105781,(Suppressed: Bottom 4%),,
Class of 2018,Graduated,5358,Edmonds Career Access Program,105784,(Suppressed: Bottom 4%),0.04,
Class of 2018,Continued,5358,Edmonds Career Access Program,105784,(Suppressed: Bottom 4%),,
Class of 2018,Dropped Out,5358,Edmonds Career Access Program,105784,(Suppressed: Bottom 4%),,
Class of 2018,Graduated,3599,Naselle Youth Camp School,102000,(Suppressed: Bottom 5%),0.05,
Class of 2018,Continued,3599,Naselle Youth Camp School,102000,(Suppressed: Bottom 5%),,
Class of 2018,Dropped Out,3599,Naselle Youth Camp School,102000,(Suppressed: Bottom 5%),,
Class of 2018,Graduated,5335,Open Door Youth Reengagement,105663,(Suppressed: Bottom 5%),0.05,
Class of 2018,Continued,5335,Open Door Youth Reengagement,105663,(Suppressed: Bottom 5%),,
Class of 2018,Dropped Out,5335,Open Door Youth Reengagement,105663,(Suppressed: Bottom 5%),,
Class of 2018,Graduated,5340,Bellingham Re-Engagement Program,105681,(Suppressed: Bottom 5%),0.05,
Class of 2018,Continued,5340,Bellingham Re-Engagement Program,105681,(Suppressed: Bottom 5%),,
Class of 2018,Dropped Out,5340,Bellingham Re-Engagement Program,105681,(Suppressed: Bottom 5%),,
Class of 2018,Graduated,5342,Open Doors,105726,(Suppressed: Bottom 5%),0.05,
Class of 2018,Continued,5342,Open Doors,105726,(Suppressed: Bottom 5%),,
Class of 2018,Dropped Out,5342,Open Doors,105726,(Suppressed: Bottom 5%),,
Class of 2018,Graduated,5398,ESD 112 Open Doors Reengagement,105903,(Suppressed: Bottom 5%),0.05,
Class of 2018,Continued,5398,ESD 112 Open Doors Reengagement,105903,(Suppressed: Bottom 5%),,
Class of 2018,Dropped Out,5398,ESD 112 Open Doors Reengagement,105903,(Suppressed: Bottom 5%),,
Class of 2018,Graduated,5316,Open Doors Re-Engagement,105631,(Suppressed: Bottom 6%),0.06,
Class of 2018,Continued,5316,Open Doors Re-Engagement,105631,(Suppressed: Bottom 6%),,
Class of 2018,Dropped Out,5316,Open Doors Re-Engagement,105631,(Suppressed: Bottom 6%),,
Class of 2018,Graduated,5506,WEST VALLEY VIRTUAL ACADEMY 9-12,106090,(Suppressed: Bottom 6%),0.06,
Class of 2018,Continued,5506,WEST VALLEY VIRTUAL ACADEMY 9-12,106090,(Suppressed: Bottom 6%),,
Class of 2018,Dropped Out,5506,WEST VALLEY VIRTUAL ACADEMY 9-12,106090,(Suppressed: Bottom 6%),,
Class of 2018,Graduated,5328,CVSD Open Doors Programs,105649,(Suppressed: Bottom 7%),0.07,
Class of 2018,Continued,5328,CVSD Open Doors Programs,105649,(Suppressed: Bottom 7%),,
Class of 2018,Dropped Out,5328,CVSD Open Doors Programs,105649,(Suppressed: Bottom 7%),,
Class of 2018,Graduated,5449,Mount Vernon Open Doors,106000,(Suppressed: Bottom 7%),0.07,
Class of 2018,Continued,5449,Mount Vernon Open Doors,106000,(Suppressed: Bottom 7%),,
Class of 2018,Dropped Out,5449,Mount Vernon Open Doors,106000,(Suppressed: Bottom 7%),,
Class of 2018,Graduated,1698,SCCP Images,102682,(Suppressed: Bottom 8%),0.08,
Class of 2018,Continued,1698,SCCP Images,102682,(Suppressed: Bottom 8%),,
Class of 2018,Dropped Out,1698,SCCP Images,102682,(Suppressed: Bottom 8%),,
Class of 2018,Graduated,5395,Career & Academic Re-engagement Center,105901,(Suppressed: Bottom 8%),0.08,
Class of 2018,Continued,5395,Career & Academic Re-engagement Center,105901,(Suppressed: Bottom 8%),,
Class of 2018,Dropped Out,5395,Career & Academic Re-engagement Center,105901,(Suppressed: Bottom 8%),,
Class of 2018,Graduated,5405,Interagency Open Doors,105909,(Suppressed: Bottom 8%),0.08,
Class of 2018,Continued,5405,Interagency Open Doors,105909,(Suppressed: Bottom 8%),,
Class of 2018,Dropped Out,5405,Interagency Open Doors,105909,(Suppressed: Bottom 8%),,
Class of 2018,Graduated,5349,Granite Falls Open Doors,105775,(Suppressed: Bottom 9%),0.09,
Class of 2018,Continued,5349,Granite Falls Open Doors,105775,(Suppressed: Bottom 9%),,
Class of 2018,Dropped Out,5349,Granite Falls Open Doors,105775,(Suppressed: Bottom 9%),,
Class of 2018,Graduated,5464,FERNDALE RE-ENGAGEMENT,106015,(Suppressed: Bottom 9%),0.09,
Class of 2018,Continued,5464,FERNDALE RE-ENGAGEMENT,106015,(Suppressed: Bottom 9%),,
Class of 2018,Dropped Out,5464,FERNDALE RE-ENGAGEMENT,106015,(Suppressed: Bottom 9%),,
Class of 2018,Graduated,5500,SVI 1418 Re-Engagement Program,106083,(Suppressed: Bottom 9%),0.09,
Class of 2018,Continued,5500,SVI 1418 Re-Engagement Program,106083,(Suppressed: Bottom 9%),,
Class of 2018,Dropped Out,5500,SVI 1418 Re-Engagement Program,106083,(Suppressed: Bottom 9%),,
Class of 2018,Graduated,,Educational Service District 101,100001,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,,Educational Service District 101,100001,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,,Educational Service District 101,100001,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,1733,Pal Program,101701,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,1733,Pal Program,101701,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,1733,Pal Program,101701,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,1797,Day Reporting School,102088,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,1797,Day Reporting School,102088,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,1797,Day Reporting School,102088,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,3507,Structural Alt Confinement School,103843,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,3507,Structural Alt Confinement School,103843,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,3507,Structural Alt Confinement School,103843,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,3569,Echo Glen School,101466,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,3569,Echo Glen School,101466,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,3569,Echo Glen School,101466,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,3579,Republic Senior High School,100756,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,3579,Republic Senior High School,100756,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,3579,Republic Senior High School,100756,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,3981,High School Re Entry,102629,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,3981,High School Re Entry,102629,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,3981,High School Re Entry,102629,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5064,Global Connections High School (Closed after 2016-2017 school year),104233,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5064,Global Connections High School (Closed after 2016-2017 school year),104233,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5064,Global Connections High School (Closed after 2016-2017 school year),104233,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5224,Yakima Satellite Alternative Programs,105268,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5224,Yakima Satellite Alternative Programs,105268,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5224,Yakima Satellite Alternative Programs,105268,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5255,Gateway to College,105433,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5255,Gateway to College,105433,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5255,Gateway to College,105433,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5325,Career Education Options Reengagement Program,105645,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5325,Career Education Options Reengagement Program,105645,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5325,Career Education Options Reengagement Program,105645,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5338,White River Reengagement Program,105674,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5338,White River Reengagement Program,105674,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5338,White River Reengagement Program,105674,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5343,iGrad Academy,105730,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5343,iGrad Academy,105730,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5343,iGrad Academy,105730,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5352,SHS Graduation Alliance,105778,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5352,SHS Graduation Alliance,105778,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5352,SHS Graduation Alliance,105778,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5374,SNOQUALMIE VALLEY SCHOOL DISTRICT OPEN DOORS,105812,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5374,SNOQUALMIE VALLEY SCHOOL DISTRICT OPEN DOORS,105812,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5374,SNOQUALMIE VALLEY SCHOOL DISTRICT OPEN DOORS,105812,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5403,Ugrad � ESD123 Re-Engagement Program,105908,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5403,Ugrad � ESD123 Re-Engagement Program,105908,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5403,Ugrad � ESD123 Re-Engagement Program,105908,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5412,Open Den,105916,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5412,Open Den,105916,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5412,Open Den,105916,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5416,East Grays Harbor High School,105922,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5416,East Grays Harbor High School,105922,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5416,East Grays Harbor High School,105922,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5448,Meridian Impact Re-Engagement,105999,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5448,Meridian Impact Re-Engagement,105999,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5448,Meridian Impact Re-Engagement,105999,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5460,Opportunity Youth Reengagement,106011,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5460,Opportunity Youth Reengagement,106011,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5460,Opportunity Youth Reengagement,106011,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5495,Arlington Open Doors,106078,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5495,Arlington Open Doors,106078,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5495,Arlington Open Doors,106078,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5498,Mukilteo Reengagement Academy Open Doors,106081,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5498,Mukilteo Reengagement Academy Open Doors,106081,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5498,Mukilteo Reengagement Academy Open Doors,106081,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,5502,Daybreak Youth Services,106085,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,5502,Daybreak Youth Services,106085,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,5502,Daybreak Youth Services,106085,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,32801,Educational Service District 101,100001,(Suppressed: Bottom 10%),0.1,
Class of 2018,Continued,32801,Educational Service District 101,100001,(Suppressed: Bottom 10%),,
Class of 2018,Dropped Out,32801,Educational Service District 101,100001,(Suppressed: Bottom 10%),,
Class of 2018,Graduated,1539,CHOICE Academy,101251,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,1539,CHOICE Academy,101251,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,1539,CHOICE Academy,101251,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,1838,Spokane Valley High School,102843,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,1838,Spokane Valley High School,102843,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,1838,Spokane Valley High School,102843,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,1892,OASIS K-12,102341,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,1892,OASIS K-12,102341,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,1892,OASIS K-12,102341,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,1983,Lynden Academy,103970,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,1983,Lynden Academy,103970,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,1983,Lynden Academy,103970,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,1992,Skagit Academy,103984,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,1992,Skagit Academy,103984,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,1992,Skagit Academy,103984,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2160,Touchet Elem & High School,103029,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2160,Touchet Elem & High School,103029,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2160,Touchet Elem & High School,103029,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2162,Waterville High School,100741,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2162,Waterville High School,100741,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2162,Waterville High School,100741,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2386,Waitsburg High School,103036,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2386,Waitsburg High School,103036,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2386,Waitsburg High School,103036,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2397,Pateros High School,101961,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2397,Pateros High School,101961,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2397,Pateros High School,101961,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2443,Odessa High School,101891,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2443,Odessa High School,101891,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2443,Odessa High School,101891,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2542,Willapa Valley Middle-High,102003,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2542,Willapa Valley Middle-High,102003,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2542,Willapa Valley Middle-High,102003,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2588,Colton School,103152,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2588,Colton School,103152,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2588,Colton School,103152,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2634,Palouse High School,103145,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2634,Palouse High School,103145,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2634,Palouse High School,103145,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2676,Trout Lake School,101796,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2676,Trout Lake School,101796,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2676,Trout Lake School,101796,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2750,Orcas Island High School,102343,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2750,Orcas Island High School,102343,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2750,Orcas Island High School,102343,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2968,Almira Coulee Hartline High School,100814,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2968,Almira Coulee Hartline High School,100814,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2968,Almira Coulee Hartline High School,100814,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,2973,Lake Quinault High School,100901,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,2973,Lake Quinault High School,100901,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,2973,Lake Quinault High School,100901,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,3111,Lyle High School,101816,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3111,Lyle High School,101816,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3111,Lyle High School,101816,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,3113,Harrington High School,101898,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3113,Harrington High School,101898,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3113,Harrington High School,101898,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,3204,Rosalia Elementary & Secondary School,103157,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3204,Rosalia Elementary & Secondary School,103157,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3204,Rosalia Elementary & Secondary School,103157,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,3238,Mossyrock Jr./Sr. High School,101828,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3238,Mossyrock Jr./Sr. High School,101828,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3238,Mossyrock Jr./Sr. High School,101828,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,3289,Wilbur Secondary School,101894,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3289,Wilbur Secondary School,101894,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3289,Wilbur Secondary School,101894,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,3317,Entiat Middle and High School,100431,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3317,Entiat Middle and High School,100431,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3317,Entiat Middle and High School,100431,(Suppressed: Greater than 90%),,
Class of 2018,Graduated,3422,Clallam Bay High & Elementary,100506,(Suppressed: Greater than 90%),0.9,
Class of 2018,Continued,3422,Clallam Bay High & Elementary,100506,(Suppressed: Greater than 90%),,
Class of 2018,Dropped Out,3422,Clallam Bay High & Elementary,100506,(Suppressed: Greater than 90%),,
